ChronologicalIndex,DrawID,PreviousDrawID,EligibleTarget,Phase,OutcomeAccess
1563,32606,32605,True,historical_development,ALLOWED
1564,32607,32606,True,historical_development,ALLOWED
1565,32608,32607,True,historical_development,ALLOWED
1566,32609,32608,True,historical_development,ALLOWED
1567,32610,32609,True,historical_development,ALLOWED
1568,32612,32610,False,ineligible_nonconsecutive,ALLOWED
1569,32613,32612,True,historical_development,ALLOWED
1570,32614,32613,True,historical_development,ALLOWED
1571,32615,32614,True,historical_development,ALLOWED
1572,32616,32615,True,historical_development,ALLOWED
1573,32617,32616,True,historical_development,ALLOWED
1574,32618,32617,True,historical_development,ALLOWED
1575,32619,32618,True,historical_development,ALLOWED
1576,32620,32619,True,historical_development,ALLOWED
1577,32621,32620,True,historical_development,ALLOWED
1578,32622,32621,True,historical_development,ALLOWED
1579,32624,32622,False,ineligible_nonconsecutive,ALLOWED
1580,32625,32624,True,historical_development,ALLOWED
1581,32626,32625,True,historical_development,ALLOWED
1582,32627,32626,True,historical_development,ALLOWED
1583,32628,32627,True,historical_development,ALLOWED
1584,32629,32628,True,historical_development,ALLOWED
1585,32630,32629,True,historical_development,ALLOWED
1586,32631,32630,True,historical_development,ALLOWED
1587,32632,32631,True,historical_development,ALLOWED
1588,32633,32632,True,historical_development,ALLOWED
1589,32634,32633,True,historical_development,ALLOWED
1590,32636,32634,False,ineligible_nonconsecutive,ALLOWED
1591,32637,32636,True,historical_development,ALLOWED
1592,32638,32637,True,historical_development,ALLOWED
1593,32639,32638,True,historical_development,ALLOWED
1594,32640,32639,True,historical_development,ALLOWED
1595,32641,32640,True,historical_development,ALLOWED
1596,32642,32641,True,historical_development,ALLOWED
1597,32643,32642,True,historical_development,ALLOWED
1598,32644,32643,True,historical_development,ALLOWED
1599,32645,32644,True,historical_development,ALLOWED
1600,32646,32645,True,historical_development,ALLOWED
1601,32648,32646,False,ineligible_nonconsecutive,ALLOWED
1602,32649,32648,True,historical_development,ALLOWED
1603,32650,32649,True,historical_development,ALLOWED
1604,32651,32650,True,historical_development,ALLOWED
1605,32652,32651,True,historical_development,ALLOWED
1606,32653,32652,True,historical_development,ALLOWED
1607,32654,32653,True,historical_development,ALLOWED
1608,32655,32654,True,historical_development,ALLOWED
1609,32656,32655,True,historical_development,ALLOWED
1610,32657,32656,True,historical_development,ALLOWED
1611,32658,32657,True,historical_development,ALLOWED
1612,32660,32658,False,ineligible_nonconsecutive,ALLOWED
1613,32661,32660,True,historical_development,ALLOWED
1614,32662,32661,True,historical_development,ALLOWED
1615,32663,32662,True,historical_development,ALLOWED
1616,32664,32663,True,historical_development,ALLOWED
1617,32665,32664,True,historical_development,ALLOWED
1618,32666,32665,True,historical_development,ALLOWED
1619,32667,32666,True,historical_development,ALLOWED
1620,32668,32667,True,historical_development,ALLOWED
1621,32669,32668,True,historical_development,ALLOWED
1622,32670,32669,True,historical_development,ALLOWED
1623,32672,32670,False,ineligible_nonconsecutive,ALLOWED
1624,32673,32672,True,historical_development,ALLOWED
1625,32674,32673,True,historical_development,ALLOWED
1626,32675,32674,True,historical_development,ALLOWED
1627,32676,32675,True,historical_development,ALLOWED
1628,32677,32676,True,historical_development,ALLOWED
1629,32678,32677,True,historical_development,ALLOWED
1630,32679,32678,True,historical_development,ALLOWED
1631,32680,32679,True,historical_development,ALLOWED
1632,32681,32680,True,historical_development,ALLOWED
1633,32682,32681,True,historical_development,ALLOWED
1634,32684,32682,False,ineligible_nonconsecutive,ALLOWED
1635,32685,32684,True,historical_development,ALLOWED
1636,32686,32685,True,historical_development,ALLOWED
1637,32687,32686,True,historical_development,ALLOWED
1638,32688,32687,True,historical_development,ALLOWED
1639,32689,32688,True,historical_development,ALLOWED
1640,32690,32689,True,historical_development,ALLOWED
1641,32691,32690,True,historical_development,ALLOWED
1642,32692,32691,True,historical_development,ALLOWED
1643,32693,32692,True,historical_development,ALLOWED
1644,32694,32693,True,historical_development,ALLOWED
1645,32696,32694,False,ineligible_nonconsecutive,ALLOWED
1646,32697,32696,True,historical_development,ALLOWED
1647,32698,32697,True,historical_development,ALLOWED
1648,32699,32698,True,historical_development,ALLOWED
1649,32700,32699,True,historical_development,ALLOWED
1650,32701,32700,True,historical_development,ALLOWED
1651,32702,32701,True,historical_development,ALLOWED
1652,32703,32702,True,historical_development,ALLOWED
1653,32704,32703,True,historical_development,ALLOWED
1654,32705,32704,True,historical_development,ALLOWED
1655,32706,32705,True,historical_development,ALLOWED
1656,32708,32706,False,ineligible_nonconsecutive,ALLOWED
1657,32709,32708,True,historical_development,ALLOWED
1658,32710,32709,True,historical_development,ALLOWED
1659,32711,32710,True,historical_development,ALLOWED
1660,32712,32711,True,historical_development,ALLOWED
1661,32713,32712,True,historical_development,ALLOWED
1662,32714,32713,True,historical_development,ALLOWED
1663,32715,32714,True,historical_development,ALLOWED
1664,32716,32715,True,historical_development,ALLOWED
1665,32717,32716,True,historical_development,ALLOWED
1666,32718,32717,True,historical_development,ALLOWED
1667,32720,32718,False,ineligible_nonconsecutive,ALLOWED
1668,32721,32720,True,historical_development,ALLOWED
1669,32722,32721,True,historical_development,ALLOWED
1670,32723,32722,True,historical_development,ALLOWED
1671,32724,32723,True,historical_development,ALLOWED
1672,32725,32724,True,historical_development,ALLOWED
1673,32726,32725,True,historical_development,ALLOWED
1674,32727,32726,True,historical_development,ALLOWED
1675,32728,32727,True,historical_development,ALLOWED
1676,32729,32728,True,historical_development,ALLOWED
1677,32730,32729,True,historical_development,ALLOWED
1678,32732,32730,False,ineligible_nonconsecutive,ALLOWED
1679,32733,32732,True,historical_development,ALLOWED
1680,32734,32733,True,historical_development,ALLOWED
1681,32735,32734,True,historical_development,ALLOWED
1682,32736,32735,True,historical_development,ALLOWED
1683,32737,32736,True,historical_development,ALLOWED
1684,32738,32737,True,historical_development,ALLOWED
1685,32739,32738,True,historical_development,ALLOWED
1686,32740,32739,True,historical_development,ALLOWED
1687,32741,32740,True,historical_development,ALLOWED
1688,32742,32741,True,historical_development,ALLOWED
1689,32744,32742,False,ineligible_nonconsecutive,ALLOWED
1690,32745,32744,True,historical_development,ALLOWED
1691,32746,32745,True,historical_development,ALLOWED
1692,32747,32746,True,historical_development,ALLOWED
1693,32748,32747,True,historical_development,ALLOWED
1694,32749,32748,True,historical_development,ALLOWED
1695,32750,32749,True,historical_development,ALLOWED
1696,32751,32750,True,historical_development,ALLOWED
1697,32752,32751,True,historical_development,ALLOWED
1698,32753,32752,True,historical_development,ALLOWED
1699,32754,32753,True,historical_development,ALLOWED
1700,32756,32754,False,ineligible_nonconsecutive,ALLOWED
1701,32757,32756,True,historical_development,ALLOWED
1702,32758,32757,True,historical_development,ALLOWED
1703,32759,32758,True,historical_development,ALLOWED
1704,32760,32759,True,historical_development,ALLOWED
1705,32761,32760,True,historical_development,ALLOWED
1706,32762,32761,True,historical_development,ALLOWED
1707,32763,32762,True,historical_development,ALLOWED
1708,32764,32763,True,historical_development,ALLOWED
1709,32765,32764,True,historical_development,ALLOWED
1710,32766,32765,True,historical_development,ALLOWED
1711,32768,32766,False,ineligible_nonconsecutive,ALLOWED
1712,32769,32768,True,historical_development,ALLOWED
1713,32770,32769,True,historical_development,ALLOWED
1714,32771,32770,True,historical_development,ALLOWED
1715,32772,32771,True,historical_development,ALLOWED
1716,32773,32772,True,historical_development,ALLOWED
1717,32774,32773,True,historical_development,ALLOWED
1718,32775,32774,True,historical_development,ALLOWED
1719,32776,32775,True,historical_development,ALLOWED
1720,32777,32776,True,historical_development,ALLOWED
1721,32778,32777,True,historical_development,ALLOWED
1722,32779,32778,True,historical_development,ALLOWED
1723,32780,32779,True,historical_development,ALLOWED
1724,32781,32780,True,historical_development,ALLOWED
1725,32782,32781,True,historical_development,ALLOWED
1726,32783,32782,True,historical_development,ALLOWED
1727,32784,32783,True,historical_development,ALLOWED
1728,32785,32784,True,historical_development,ALLOWED
1729,32786,32785,True,historical_development,ALLOWED
1730,32787,32786,True,historical_development,ALLOWED
1731,32788,32787,True,historical_development,ALLOWED
1732,32789,32788,True,historical_development,ALLOWED
1733,32790,32789,True,historical_development,ALLOWED
1734,32791,32790,True,historical_development,ALLOWED
1735,32793,32791,False,ineligible_nonconsecutive,ALLOWED
1736,32794,32793,True,historical_development,ALLOWED
1737,32795,32794,True,historical_development,ALLOWED
1738,32796,32795,True,historical_development,ALLOWED
1739,32797,32796,True,historical_development,ALLOWED
1740,32798,32797,True,historical_development,ALLOWED
1741,32799,32798,True,historical_development,ALLOWED
1742,32800,32799,True,historical_development,ALLOWED
1743,32801,32800,True,historical_development,ALLOWED
1744,32802,32801,True,historical_development,ALLOWED
1745,32803,32802,True,historical_development,ALLOWED
1746,32805,32803,False,ineligible_nonconsecutive,ALLOWED
1747,32806,32805,True,historical_development,ALLOWED
1748,32807,32806,True,historical_development,ALLOWED
1749,32808,32807,True,historical_development,ALLOWED
1750,32809,32808,True,historical_development,ALLOWED
1751,32810,32809,True,historical_development,ALLOWED
1752,32811,32810,True,historical_development,ALLOWED
1753,32812,32811,True,historical_development,ALLOWED
1754,32813,32812,True,historical_development,ALLOWED
1755,32814,32813,True,historical_development,ALLOWED
1756,32815,32814,True,historical_development,ALLOWED
1757,32817,32815,False,ineligible_nonconsecutive,ALLOWED
1758,32818,32817,True,historical_development,ALLOWED
1759,32819,32818,True,historical_development,ALLOWED
1760,32820,32819,True,historical_development,ALLOWED
1761,32821,32820,True,historical_development,ALLOWED
1762,32822,32821,True,historical_development,ALLOWED
1763,32823,32822,True,historical_development,ALLOWED
1764,32824,32823,True,historical_development,ALLOWED
1765,32825,32824,True,historical_development,ALLOWED
1766,32826,32825,True,historical_development,ALLOWED
1767,32827,32826,True,historical_development,ALLOWED
1768,32828,32827,True,historical_development,ALLOWED
1769,32829,32828,True,historical_development,ALLOWED
1770,32830,32829,True,historical_development,ALLOWED
1771,32831,32830,True,historical_development,ALLOWED
1772,32832,32831,True,historical_development,ALLOWED
1773,32833,32832,True,historical_development,ALLOWED
1774,32834,32833,True,historical_development,ALLOWED
1775,32835,32834,True,historical_development,ALLOWED
1776,32836,32835,True,historical_development,ALLOWED
1777,32837,32836,True,historical_development,ALLOWED
1778,32838,32837,True,historical_development,ALLOWED
1779,32839,32838,True,historical_development,ALLOWED
1780,32841,32839,False,ineligible_nonconsecutive,ALLOWED
1781,32842,32841,True,historical_development,ALLOWED
1782,32843,32842,True,historical_development,ALLOWED
1783,32844,32843,True,historical_development,ALLOWED
1784,32845,32844,True,historical_development,ALLOWED
1785,32846,32845,True,historical_development,ALLOWED
1786,32847,32846,True,historical_development,ALLOWED
1787,32848,32847,True,historical_development,ALLOWED
1788,32849,32848,True,historical_development,ALLOWED
1789,32850,32849,True,historical_development,ALLOWED
1790,32851,32850,True,historical_development,ALLOWED
1791,32853,32851,False,ineligible_nonconsecutive,ALLOWED
1792,32854,32853,True,historical_development,ALLOWED
1793,32855,32854,True,historical_development,ALLOWED
1794,32856,32855,True,historical_development,ALLOWED
1795,32857,32856,True,historical_development,ALLOWED
1796,32858,32857,True,historical_development,ALLOWED
1797,32859,32858,True,historical_development,ALLOWED
1798,32860,32859,True,historical_development,ALLOWED
1799,32861,32860,True,historical_development,ALLOWED
1800,32862,32861,True,historical_development,ALLOWED
1801,32863,32862,True,historical_development,ALLOWED
1802,32865,32863,False,ineligible_nonconsecutive,ALLOWED
1803,32866,32865,True,historical_development,ALLOWED
1804,32867,32866,True,historical_development,ALLOWED
1805,32868,32867,True,historical_development,ALLOWED
1806,32869,32868,True,historical_development,ALLOWED
1807,32870,32869,True,historical_development,ALLOWED
1808,32871,32870,True,historical_development,ALLOWED
1809,32872,32871,True,historical_development,ALLOWED
1810,32873,32872,True,historical_development,ALLOWED
1811,32874,32873,True,historical_development,ALLOWED
1812,32875,32874,True,historical_development,ALLOWED
1813,32877,32875,False,ineligible_nonconsecutive,ALLOWED
1814,32878,32877,True,historical_development,ALLOWED
1815,32879,32878,True,historical_development,ALLOWED
1816,32880,32879,True,historical_development,ALLOWED
1817,32881,32880,True,historical_development,ALLOWED
1818,32882,32881,True,historical_development,ALLOWED
1819,32883,32882,True,historical_development,ALLOWED
1820,32884,32883,True,historical_development,ALLOWED
1821,32885,32884,True,historical_development,ALLOWED
1822,32886,32885,True,historical_development,ALLOWED
1823,32887,32886,True,historical_development,ALLOWED
1824,32889,32887,False,ineligible_nonconsecutive,ALLOWED
1825,32890,32889,True,historical_development,ALLOWED
1826,32891,32890,True,historical_development,ALLOWED
1827,32892,32891,True,historical_development,ALLOWED
1828,32893,32892,True,historical_development,ALLOWED
1829,32894,32893,True,historical_development,ALLOWED
1830,32895,32894,True,historical_development,ALLOWED
1831,32896,32895,True,historical_development,ALLOWED
1832,32897,32896,True,historical_development,ALLOWED
1833,32898,32897,True,historical_development,ALLOWED
1834,32899,32898,True,historical_development,ALLOWED
1835,32901,32899,False,ineligible_nonconsecutive,ALLOWED
1836,32902,32901,True,historical_development,ALLOWED
1837,32903,32902,True,historical_development,ALLOWED
1838,32904,32903,True,historical_development,ALLOWED
1839,32905,32904,True,historical_development,ALLOWED
1840,32906,32905,True,historical_development,ALLOWED
1841,32907,32906,True,historical_development,ALLOWED
1842,32908,32907,True,historical_development,ALLOWED
1843,32909,32908,True,historical_development,ALLOWED
1844,32910,32909,True,historical_development,ALLOWED
1845,32911,32910,True,historical_development,ALLOWED
1846,32913,32911,False,ineligible_nonconsecutive,ALLOWED
1847,32914,32913,True,historical_development,ALLOWED
1848,32915,32914,True,historical_development,ALLOWED
1849,32916,32915,True,historical_development,ALLOWED
1850,32917,32916,True,historical_development,ALLOWED
1851,32918,32917,True,historical_development,ALLOWED
1852,32919,32918,True,historical_development,ALLOWED
1853,32920,32919,True,historical_development,ALLOWED
1854,32921,32920,True,historical_development,ALLOWED
1855,32922,32921,True,historical_development,ALLOWED
1856,32923,32922,True,historical_development,ALLOWED
1857,32924,32923,True,historical_development,ALLOWED
1858,32925,32924,True,historical_development,ALLOWED
1859,32926,32925,True,historical_development,ALLOWED
1860,32927,32926,True,historical_development,ALLOWED
1861,32928,32927,True,historical_development,ALLOWED
1862,32929,32928,True,historical_development,ALLOWED
1863,32930,32929,True,historical_development,ALLOWED
1864,32931,32930,True,historical_development,ALLOWED
1865,32932,32931,True,historical_development,ALLOWED
1866,32933,32932,True,historical_development,ALLOWED
1867,32934,32933,True,historical_development,ALLOWED
1868,32935,32934,True,historical_development,ALLOWED
1869,32937,32935,False,ineligible_nonconsecutive,ALLOWED
1870,32938,32937,True,historical_development,ALLOWED
1871,32939,32938,True,historical_development,ALLOWED
1872,32940,32939,True,historical_development,ALLOWED
1873,32941,32940,True,historical_development,ALLOWED
1874,32942,32941,True,historical_development,ALLOWED
1875,32943,32942,True,historical_development,ALLOWED
1876,32944,32943,True,historical_development,ALLOWED
1877,32945,32944,True,historical_development,ALLOWED
1878,32946,32945,True,historical_development,ALLOWED
1879,32947,32946,True,historical_development,ALLOWED
1880,32949,32947,False,ineligible_nonconsecutive,ALLOWED
1881,32950,32949,True,historical_development,ALLOWED
1882,32951,32950,True,historical_development,ALLOWED
1883,32952,32951,True,historical_development,ALLOWED
1884,32953,32952,True,historical_development,ALLOWED
1885,32954,32953,True,historical_development,ALLOWED
1886,32955,32954,True,historical_development,ALLOWED
1887,32956,32955,True,historical_development,ALLOWED
1888,32957,32956,True,historical_development,ALLOWED
1889,32958,32957,True,historical_development,ALLOWED
1890,32959,32958,True,historical_development,ALLOWED
1891,32961,32959,False,ineligible_nonconsecutive,ALLOWED
1892,32962,32961,True,historical_development,ALLOWED
1893,32963,32962,True,historical_development,ALLOWED
1894,32964,32963,True,historical_development,ALLOWED
1895,32965,32964,True,historical_development,ALLOWED
1896,32966,32965,True,historical_development,ALLOWED
1897,32967,32966,True,historical_development,ALLOWED
1898,32968,32967,True,historical_development,ALLOWED
1899,32969,32968,True,historical_development,ALLOWED
1900,32970,32969,True,historical_development,ALLOWED
1901,32971,32970,True,historical_development,ALLOWED
1902,32973,32971,False,ineligible_nonconsecutive,ALLOWED
1903,32974,32973,True,historical_development,ALLOWED
1904,32975,32974,True,historical_development,ALLOWED
1905,32976,32975,True,historical_development,ALLOWED
1906,32977,32976,True,historical_development,ALLOWED
1907,32978,32977,True,historical_development,ALLOWED
1908,32979,32978,True,historical_development,ALLOWED
1909,32980,32979,True,historical_development,ALLOWED
1910,32981,32980,True,historical_development,ALLOWED
1911,32982,32981,True,historical_development,ALLOWED
1912,32983,32982,True,historical_development,ALLOWED
1913,32985,32983,False,ineligible_nonconsecutive,ALLOWED
1914,32986,32985,True,historical_development,ALLOWED
1915,32987,32986,True,historical_development,ALLOWED
1916,32988,32987,True,historical_development,ALLOWED
1917,32989,32988,True,historical_development,ALLOWED
1918,32990,32989,True,historical_development,ALLOWED
1919,32991,32990,True,historical_development,ALLOWED
1920,32992,32991,True,historical_development,ALLOWED
1921,32993,32992,True,historical_development,ALLOWED
1922,32994,32993,True,historical_development,ALLOWED
1923,32995,32994,True,historical_development,ALLOWED
1924,32996,32995,True,historical_development,ALLOWED
1925,32997,32996,True,historical_development,ALLOWED
1926,32998,32997,True,historical_development,ALLOWED
1927,32999,32998,True,historical_development,ALLOWED
1928,33000,32999,True,historical_development,ALLOWED
1929,33001,33000,True,historical_development,ALLOWED
1930,33002,33001,True,historical_development,ALLOWED
1931,33003,33002,True,historical_development,ALLOWED
1932,33004,33003,True,historical_development,ALLOWED
1933,33005,33004,True,historical_development,ALLOWED
1934,33006,33005,True,historical_development,ALLOWED
1935,33007,33006,True,historical_development,ALLOWED
1936,33008,33007,True,historical_development,ALLOWED
1937,33010,33008,False,ineligible_nonconsecutive,ALLOWED
1938,33011,33010,True,historical_development,ALLOWED
1939,33012,33011,True,historical_development,ALLOWED
1940,33013,33012,True,historical_development,ALLOWED
1941,33014,33013,True,historical_development,ALLOWED
1942,33015,33014,True,historical_development,ALLOWED
1943,33016,33015,True,historical_development,ALLOWED
1944,33017,33016,True,historical_development,ALLOWED
1945,33018,33017,True,historical_development,ALLOWED
1946,33019,33018,True,historical_development,ALLOWED
1947,33020,33019,True,historical_development,ALLOWED
1948,33022,33020,False,ineligible_nonconsecutive,ALLOWED
1949,33023,33022,True,historical_development,ALLOWED
1950,33024,33023,True,historical_development,ALLOWED
1951,33025,33024,True,historical_development,ALLOWED
1952,33026,33025,True,historical_development,ALLOWED
1953,33027,33026,True,historical_development,ALLOWED
1954,33028,33027,True,historical_development,ALLOWED
1955,33029,33028,True,historical_development,ALLOWED
1956,33030,33029,True,historical_development,ALLOWED
1957,33031,33030,True,historical_development,ALLOWED
1958,33032,33031,True,historical_development,ALLOWED
1959,33033,33032,True,historical_development,ALLOWED
1960,33034,33033,True,historical_development,ALLOWED
1961,33035,33034,True,historical_development,ALLOWED
1962,33036,33035,True,historical_development,ALLOWED
1963,33037,33036,True,historical_development,ALLOWED
1964,33038,33037,True,historical_development,ALLOWED
1965,33039,33038,True,historical_development,ALLOWED
1966,33040,33039,True,historical_development,ALLOWED
1967,33041,33040,True,historical_development,ALLOWED
1968,33042,33041,True,historical_development,ALLOWED
1969,33043,33042,True,historical_development,ALLOWED
1970,33044,33043,True,historical_development,ALLOWED
1971,33046,33044,False,ineligible_nonconsecutive,ALLOWED
1972,33047,33046,True,historical_development,ALLOWED
1973,33048,33047,True,historical_development,ALLOWED
1974,33049,33048,True,historical_development,ALLOWED
1975,33050,33049,True,historical_development,ALLOWED
1976,33051,33050,True,historical_development,ALLOWED
1977,33052,33051,True,historical_development,ALLOWED
1978,33053,33052,True,historical_development,ALLOWED
1979,33054,33053,True,historical_development,ALLOWED
1980,33055,33054,True,historical_development,ALLOWED
1981,33056,33055,True,historical_development,ALLOWED
1982,33057,33056,True,historical_development,ALLOWED
1983,33058,33057,True,historical_development,ALLOWED
1984,33059,33058,True,historical_development,ALLOWED
1985,33060,33059,True,historical_development,ALLOWED
1986,33061,33060,True,historical_development,ALLOWED
1987,33062,33061,True,historical_development,ALLOWED
1988,33063,33062,True,historical_development,ALLOWED
1989,33064,33063,True,historical_development,ALLOWED
1990,33065,33064,True,historical_development,ALLOWED
1991,33066,33065,True,historical_development,ALLOWED
1992,33067,33066,True,historical_development,ALLOWED
1993,33068,33067,True,historical_development,ALLOWED
1994,33070,33068,False,ineligible_nonconsecutive,ALLOWED
1995,33071,33070,True,historical_development,ALLOWED
1996,33072,33071,True,historical_development,ALLOWED
1997,33073,33072,True,historical_development,ALLOWED
1998,33074,33073,True,historical_development,ALLOWED
1999,33075,33074,True,historical_development,ALLOWED
2000,33076,33075,True,historical_development,ALLOWED
2001,33077,33076,True,historical_development,ALLOWED
2002,33078,33077,True,historical_development,ALLOWED
2003,33079,33078,True,historical_development,ALLOWED
2004,33080,33079,True,historical_development,ALLOWED
2005,33082,33080,False,ineligible_nonconsecutive,ALLOWED
2006,33083,33082,True,historical_development,ALLOWED
2007,33084,33083,True,historical_development,ALLOWED
2008,33085,33084,True,historical_development,ALLOWED
2009,33086,33085,True,historical_development,ALLOWED
2010,33087,33086,True,historical_development,ALLOWED
2011,33088,33087,True,historical_development,ALLOWED
2012,33089,33088,True,historical_development,ALLOWED
2013,33090,33089,True,historical_development,ALLOWED
2014,33091,33090,True,historical_development,ALLOWED
2015,33092,33091,True,historical_development,ALLOWED
2016,33094,33092,False,ineligible_nonconsecutive,ALLOWED
2017,33095,33094,True,historical_development,ALLOWED
2018,33096,33095,True,historical_development,ALLOWED
2019,33097,33096,True,historical_development,ALLOWED
2020,33098,33097,True,historical_development,ALLOWED
2021,33099,33098,True,historical_development,ALLOWED
2022,33100,33099,True,historical_development,ALLOWED
2023,33101,33100,True,historical_development,ALLOWED
2024,33102,33101,True,historical_development,ALLOWED
2025,33103,33102,True,historical_development,ALLOWED
2026,33104,33103,True,historical_development,ALLOWED
2027,33106,33104,False,ineligible_nonconsecutive,ALLOWED
2028,33107,33106,True,historical_development,ALLOWED
2029,33108,33107,True,historical_development,ALLOWED
2030,33109,33108,True,historical_development,ALLOWED
2031,33110,33109,True,historical_development,ALLOWED
2032,33111,33110,True,historical_development,ALLOWED
2033,33112,33111,True,historical_development,ALLOWED
2034,33113,33112,True,historical_development,ALLOWED
2035,33114,33113,True,historical_development,ALLOWED
2036,33115,33114,True,historical_development,ALLOWED
2037,33116,33115,True,historical_development,ALLOWED
2038,33118,33116,False,ineligible_nonconsecutive,ALLOWED
2039,33119,33118,True,historical_development,ALLOWED
2040,33120,33119,True,historical_development,ALLOWED
2041,33121,33120,True,historical_development,ALLOWED
2042,33122,33121,True,historical_development,ALLOWED
2043,33123,33122,True,historical_development,ALLOWED
2044,33124,33123,True,historical_development,ALLOWED
2045,33125,33124,True,historical_development,ALLOWED
2046,33126,33125,True,historical_development,ALLOWED
2047,33127,33126,True,historical_development,ALLOWED
2048,33128,33127,True,historical_development,ALLOWED
2049,33130,33128,False,ineligible_nonconsecutive,ALLOWED
2050,33131,33130,True,historical_development,ALLOWED
2051,33132,33131,True,historical_development,ALLOWED
2052,33133,33132,True,historical_development,ALLOWED
2053,33134,33133,True,historical_development,ALLOWED
2054,33135,33134,True,historical_development,ALLOWED
2055,33136,33135,True,historical_development,ALLOWED
2056,33137,33136,True,historical_development,ALLOWED
2057,33138,33137,True,historical_development,ALLOWED
2058,33139,33138,True,historical_development,ALLOWED
2059,33140,33139,True,historical_development,ALLOWED
2060,33141,33140,True,historical_development,ALLOWED
2061,33142,33141,True,historical_development,ALLOWED
2062,33143,33142,True,historical_development,ALLOWED
2063,33144,33143,True,historical_development,ALLOWED
2064,33145,33144,True,historical_development,ALLOWED
2065,33146,33145,True,historical_development,ALLOWED
2066,33147,33146,True,historical_development,ALLOWED
2067,33148,33147,True,historical_development,ALLOWED
2068,33149,33148,True,historical_development,ALLOWED
2069,33150,33149,True,historical_development,ALLOWED
2070,33151,33150,True,historical_development,ALLOWED
2071,33152,33151,True,historical_development,ALLOWED
2072,33154,33152,False,ineligible_nonconsecutive,ALLOWED
2073,33155,33154,True,historical_development,ALLOWED
2074,33156,33155,True,historical_development,ALLOWED
2075,33157,33156,True,historical_development,ALLOWED
2076,33158,33157,True,historical_development,ALLOWED
2077,33159,33158,True,historical_development,ALLOWED
2078,33160,33159,True,historical_development,ALLOWED
2079,33161,33160,True,historical_development,ALLOWED
2080,33162,33161,True,historical_development,ALLOWED
2081,33163,33162,True,historical_development,ALLOWED
2082,33164,33163,True,historical_development,ALLOWED
2083,33166,33164,False,ineligible_nonconsecutive,ALLOWED
2084,33167,33166,True,historical_development,ALLOWED
2085,33168,33167,True,historical_development,ALLOWED
2086,33169,33168,True,historical_development,ALLOWED
2087,33170,33169,True,historical_development,ALLOWED
2088,33171,33170,True,historical_development,ALLOWED
2089,33172,33171,True,historical_development,ALLOWED
2090,33173,33172,True,historical_development,ALLOWED
2091,33174,33173,True,historical_development,ALLOWED
2092,33175,33174,True,historical_development,ALLOWED
2093,33176,33175,True,historical_development,ALLOWED
2094,33178,33176,False,ineligible_nonconsecutive,ALLOWED
2095,33179,33178,True,historical_development,ALLOWED
2096,33180,33179,True,historical_development,ALLOWED
2097,33181,33180,True,historical_development,ALLOWED
2098,33182,33181,True,historical_development,ALLOWED
2099,33183,33182,True,historical_development,ALLOWED
2100,33184,33183,True,historical_development,ALLOWED
2101,33185,33184,True,historical_development,ALLOWED
2102,33186,33185,True,historical_development,ALLOWED
2103,33187,33186,True,historical_development,ALLOWED
2104,33188,33187,True,historical_development,ALLOWED
2105,33190,33188,False,ineligible_nonconsecutive,ALLOWED
2106,33191,33190,True,historical_development,ALLOWED
2107,33192,33191,True,historical_development,ALLOWED
2108,33193,33192,True,historical_development,ALLOWED
2109,33194,33193,True,historical_development,ALLOWED
2110,33195,33194,True,historical_development,ALLOWED
2111,33196,33195,True,historical_development,ALLOWED
2112,33197,33196,True,historical_development,ALLOWED
2113,33198,33197,True,historical_development,ALLOWED
2114,33199,33198,True,historical_development,ALLOWED
2115,33200,33199,True,historical_development,ALLOWED
2116,33202,33200,False,ineligible_nonconsecutive,ALLOWED
2117,33203,33202,True,historical_development,ALLOWED
2118,33204,33203,True,historical_development,ALLOWED
2119,33205,33204,True,historical_development,ALLOWED
2120,33206,33205,True,historical_development,ALLOWED
2121,33207,33206,True,historical_development,ALLOWED
2122,33208,33207,True,historical_development,ALLOWED
2123,33209,33208,True,historical_development,ALLOWED
2124,33210,33209,True,historical_development,ALLOWED
2125,33211,33210,True,historical_development,ALLOWED
2126,33212,33211,True,historical_development,ALLOWED
2127,33214,33212,False,ineligible_nonconsecutive,ALLOWED
2128,33215,33214,True,historical_development,ALLOWED
2129,33216,33215,True,historical_development,ALLOWED
2130,33217,33216,True,historical_development,ALLOWED
2131,33218,33217,True,historical_development,ALLOWED
2132,33219,33218,True,historical_development,ALLOWED
2133,33220,33219,True,historical_development,ALLOWED
2134,33221,33220,True,historical_development,ALLOWED
2135,33222,33221,True,historical_development,ALLOWED
2136,33223,33222,True,historical_development,ALLOWED
2137,33224,33223,True,historical_development,ALLOWED
2138,33225,33224,True,historical_development,ALLOWED
2139,33227,33225,False,ineligible_nonconsecutive,ALLOWED
2140,33228,33227,True,historical_development,ALLOWED
2141,33229,33228,True,historical_development,ALLOWED
2142,33230,33229,True,historical_development,ALLOWED
2143,33231,33230,True,historical_development,ALLOWED
2144,33232,33231,True,historical_development,ALLOWED
2145,33233,33232,True,historical_development,ALLOWED
2146,33234,33233,True,historical_development,ALLOWED
2147,33235,33234,True,historical_development,ALLOWED
2148,33236,33235,True,historical_development,ALLOWED
2149,33237,33236,True,historical_development,ALLOWED
2150,33239,33237,False,ineligible_nonconsecutive,ALLOWED
2151,33240,33239,True,historical_development,ALLOWED
2152,33241,33240,True,historical_development,ALLOWED
